Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q011,Turvavyö / lapsi / turvalaite,M38,Mikä seuraavista on oikein liittyen taksinkuljettajan toimintaan koulu- ja päivähoitokuljetuksissa?,Which of the following is correct regarding a taxi driver's conduct during school and daycare transport?,Kuljettaja ei saa turhaan puhua lapsille matkan aikana.,The driver must not talk to the children unnecessarily during the journey.,Kuljettajan tulee käyttäytyä vastuullisen kuljettajan roolin mukaisesti.,The driver must behave in accordance with the role of a responsible driver.,Kuljettaja ei saa vaatia matkustajaa kiinnittämään turvavyötä.,The driver must not require the passenger to fasten the seat belt.,B,koulu- ja päivähoitokuljetuksissa; taksinkuljettajan toimintaan,school and daycare transport; the taxi driver's conduct,vastuullisen kuljettajan; tulee käyttäytyä,a responsible driver; must behave,ei saa turhaan puhua; ei saa vaatia,must not talk unnecessarily; must not require,"The correct answer is B: a taxi driver must always act responsibly, especially with children. Option A invents a rule against speaking to children, and C is the opposite of the driver's duty — the driver must in fact ensure seat-belt use.",Easy,school transport; driver responsibility; children,ai-draft,
Q012,Avustaminen / turvallinen poistuminen,M39,"Miten tulee toimia, kun otat kyytiin hyvin hitaasti liikkuvan asiakkaan?",How should you act when you pick up a very slow-moving customer?,"Avustan asiakasta ottamalla hänen käsivarrestaan kiinni, kysymättä tarvitseeko hän apua","I assist the customer by taking hold of their arm, without asking whether they need help.",Nouset ajoneuvosta ja tiedustelet tarvitseeko hän apua liikkumisessa tai autoon nousemisessa.,You get out of the vehicle and ask whether they need help moving or getting into the car.,"Käsken asiakasta kiirehtimään autoon, jos noutopaikassa on erittäin vilkas ajoneuvoliikenne.",I order the customer to hurry into the car if there is very busy traffic at the pickup point.,B,hyvin hitaasti liikkuvan asiakkaan,a very slow-moving customer,Nouset ajoneuvosta; tiedustelet tarvitseeko hän apua,you get out of the vehicle; ask whether they need help,kysymättä tarvitseeko hän apua; Käsken asiakasta kiirehtimään,without asking whether they need help; order the customer to hurry,B is correct: you exit the car and ask whether help is needed before acting. Grabbing the arm without consent (A) and rushing the customer in traffic (C) ignore the customer's dignity and safety.,Easy,assistance; consent; mobility,ai-draft,
Q013,Avustaminen / turvallinen poistuminen,M4,Miten sinun tulee tarkastaa henkilönostin esteettömän taksin ajoonlähtötarkastuksessa?,How must you check the passenger lift during the pre-departure inspection of an accessible taxi?,Ei mitenkään.,Not at all.,Koekäyttämällä nostinta,By test-running the lift.,Tarkastaa nostin silmämääräisesti Check the lift visually.,By checking the lift visually.,B,henkilönostin; ajoonlähtötarkastuksessa,passenger lift; pre-departure inspection,Koekäyttämällä,by test-running,Ei mitenkään; silmämääräisesti,not at all; visually (a visual-only check),"An accessibility lift must be test-run (B) during the pre-departure check, since only operating it confirms it works safely. A visual look (C) or no check (A) is not enough.",Medium,accessible taxi; lift; pre-departure inspection,ai-draft,
Q014,Pyörätuoli / avustaminen,M43,"Miten kuljettajan tulee toimia, kun pyörätuoliasiakkaan vaatteet ovat jääneet siten, että asiakkaalla on epämiellyttävä istua ja hän pyytää asennon korjaamiseen?","How should the driver act when a wheelchair customer's clothing has shifted so that they are uncomfortable sitting, and the customer asks to have their position corrected?",Kuljettajan tehtävä ei ole suorittaa asennon korjaamista eikä muutoinkaan huolehtia asiakkaan vaatetuksesta,It is not the driver's job to correct the position or otherwise attend to the customer's clothing.,"Kuljettaja saa ainoastaan kehottaa asiakasta itse suoristamaan vaatteet, koska kuljettaja ei saa oikaista asiakkaan vaatteita asiakkaan pyynnöstä huolimatta.","The driver may only tell the customer to straighten the clothes themselves, because the driver may not adjust the customer's clothing despite the customer's request.","Kuljettajan tehtävä on varmistaa, että asiakkaalla on mukava olla ja tarvittaessa auttaa oikaisemaan asiakkaan vaatteet.","It is the driver's job to ensure the customer is comfortable and, if needed, help straighten the customer's clothes.",C,pyörätuoliasiakkaan; pyytää asennon korjaamiseen,wheelchair customer; asks for the position to be corrected,"varmistaa, että asiakkaalla on mukava; auttaa oikaisemaan",ensure the customer is comfortable; help to straighten,ainoastaan; ei saa oikaista,only (a limiting word); may not adjust,C is correct: the driver should make sure the customer is comfortable and help when asked. A and B wrongly deny assistance; the limiting word 'ainoastaan' (only) and 'ei saa' (may not) are negative-restriction clues pointing to wrong answers.,Medium,wheelchair; assistance; passenger comfort,ai-draft,
Q015,Turvavyö / lapsi / turvalaite,M48,"Miten toimit, kun kyytiisi tulee 14-vuotias lapsi, joka toteaa huoltajan antaneen hänelle luvan matkustaa ilman turvavyötä?",How do you act when a 14-year-old child gets into your taxi and states that their guardian has given permission to travel without a seat belt?,"Huolehdit, että lapsi käyttää turvavyötä koko matkan ajan.",You make sure the child uses the seat belt for the whole journey.,"Annat lapsen matkustaa kiinnittämättä turvavyötä, jos huoltaja on huolehtinut lapsen istumaan.",You let the child travel without fastening the seat belt if the guardian has settled the child into the seat.,"Annat lapsen matkustaa kiinnittämättä turvavyötä, koska taksissa saa kuka tahansa matkustaa ilman turvavyötä","You let the child travel without a seat belt, because anyone may travel without a seat belt in a taxi.",A,14-vuotias lapsi; huoltajan antaneen; ilman turvavyötä,14-year-old child; the guardian has given; without a seat belt,"Huolehdit, että lapsi käyttää turvavyötä; koko matkan ajan",you make sure the child uses the seat belt; for the whole journey,matkustaa kiinnittämättä turvavyötä; kuka tahansa matkustaa ilman turvavyötä,travel without fastening the seat belt; anyone may travel without a seat belt,"For a child under 15 the driver is responsible for seat-belt use, so A is correct regardless of any claim about the guardian's permission. B and C both wrongly allow the child to travel unbelted.",Medium,seatbelt; child; under 15; guardian,ai-draft,
Q016,Pyörätuoli / avustaminen,M49,"Miten tulee toimia, kun pyörätuolissa oleva asiakas haluaa itse siirtyä pyörätuolistaansa?",How should you act when a customer in a wheelchair wants to transfer out of their wheelchair by themselves?,Asiakas ei voi koskaan siirtyä ilman kuljettajan apua.,The customer can never transfer without the driver's help.,Annat asiakkaan siirtyä itse ja avustat tarvittaessa.,You let the customer transfer themselves and assist if needed.,"Jos matkustaja haluaa siirtyä itse ajoneuvoon, voit siirtyä odottamaan kuljettajan paikalle.","If the passenger wants to transfer into the vehicle themselves, you may go and wait in the driver's seat.",B,pyörätuolissa oleva asiakas; haluaa itse siirtyä,a customer in a wheelchair; wants to transfer themselves,Annat asiakkaan siirtyä itse; avustat tarvittaessa,you let the customer transfer themselves; assist if needed,ei voi koskaan siirtyä ilman kuljettajan apua; voit siirtyä odottamaan kuljettajan paikalle,can never transfer without the driver's help; you may go and wait in the driver's seat,B respects the customer's autonomy: let them transfer themselves and assist only if needed. The absolute claim 'never without help' (A) and abandoning them to wait in the driver's seat (C) are both wrong.,Easy,wheelchair; autonomy; assistance,ai-draft,
Q017,Turvavyö / lapsi / turvalaite,M5,"Mikä seuraavista on paras tapa toimia, jos asiakas ei voi käyttää turvavyötä siitä syystä, että turvavyöt ovat liian lyhyet?",Which is the best way to act if a customer cannot use the seat belt because the seat belts are too short?,"Tilaat asiakkaalle toisen taksin, jossa asiakasta on turvallisempi kuljettaa.",You order the customer another taxi in which it is safer to transport them.,Annat asiakkaan matkustaa ilman turvavyötä,You let the customer travel without a seat belt.,"Jatkat turvavyön pituutta jatkopalalla, joka sinun tulee pitää aina mukana autossa",You extend the seat belt with an extension piece that you must always keep in the car.,A,turvavyöt ovat liian lyhyet,the seat belts are too short,Tilaat asiakkaalle toisen taksin; turvallisempi kuljettaa,you order the customer another taxi; safer to transport,matkustaa ilman turvavyötä; Jatkat turvavyön pituutta jatkopalalla,travel without a seat belt; extend the seat belt with an extension piece,"If a belt does not fit, the safe and correct solution is to arrange another suitable vehicle (A). Travelling unbelted (B) is unsafe, and improvised belt extenders (C) are not permitted.",Medium,seatbelt; safety; vehicle suitability,ai-draft,
Q018,Pyörätuoli / avustaminen,M51,"Miten toimit, kun olet noutamassa asiakasta ja hän haluaa itse siirtyä pyörätuolista taksin etuistuimelle?",How do you act when you are picking up a customer and they want to transfer themselves from the wheelchair to the taxi's front seat?,"Totean asiakkaalle, että hän ei saa siirtyä pyörätuolista ajoneuvoon ilman kuljettajan apua",You tell the customer that they may not transfer from the wheelchair into the vehicle without the driver's help.,"Totean asiakkaalle, että hänellä on oikeus siirtyä itse pyörätuolista ajoneuvoon ja tarvittaessa avustan häntä","You tell the customer that they have the right to transfer themselves from the wheelchair into the vehicle, and you assist if needed.","Totean asiakkaalle, että pyörätuolissa saapuva asiakas ei saa istua ajoneuvon etupenkillä.",You tell the customer that a customer arriving in a wheelchair may not sit in the vehicle's front seat.,B,siirtyä pyörätuolista taksin etuistuimelle,transfer from the wheelchair to the taxi's front seat,on oikeus siirtyä itse; tarvittaessa avustan,has the right to transfer themselves; I assist if needed,ei saa siirtyä; ei saa istua ajoneuvon etupenkillä,may not transfer; may not sit in the vehicle's front seat,"B is correct: the customer has the right to transfer independently and to sit in the front seat, and you help if needed. A and C invent prohibitions that do not exist.",Medium,wheelchair; autonomy; front seat; passenger rights,ai-draft,
Q019,Turvavyö / lapsi / turvalaite,M53,"Mikä seuraavista on suositeltavin toimintatapa, jos noin 10-vuotias lapsi tulee yksintään kyytiisi ja sanoo olevansa menossa kaverinsa luokse?",Which is the most recommended course of action if an approximately 10-year-old child gets in alone and says they are going to a friend's place?,"Pyydät lapselta hänen huoltajansa puhelinnumeroa ja kysyt huoltajalta, saako lapsi matkustaa yksinään.",You ask the child for their guardian's phone number and ask the guardian whether the child may travel alone.,Kuljetat lapsen hänen ilmoittamaansa määränpäähän kysymättä hänen huoltajaltaan lupaa.,You drive the child to the destination they state without asking the guardian for permission.,Kieltäydyt kuljettamasta lasta ja pyydät kohteliaasti häntä poistumaan ajoneuvosta.,You refuse to transport the child and politely ask them to leave the vehicle.,A,noin 10-vuotias lapsi; yksintään,an approximately 10-year-old child; alone,Pyydät lapselta hänen huoltajansa puhelinnumeroa; kysyt huoltajalta,you ask the child for the guardian's phone number; you ask the guardian,kysymättä hänen huoltajaltaan lupaa; Kieltäydyt kuljettamasta lasta,without asking the guardian for permission; you refuse to transport the child,"With a young child travelling alone, the safe step is to confirm with the guardian (A). Driving off without checking (B) ignores the risk, and refusing and ejecting the child (C) is inappropriate.",Medium,child; unaccompanied minor; guardian,ai-draft,
Q020,Turvavyö / lapsi / turvalaite,M57,"Mikä seuraavista on riskittömin toimintatapa, kun olet jättämässä yksinään matkustavaa noin 10-vuotiasta lasta taksista kerrostalokotiinsa?",Which is the least risky course of action when you are dropping an approximately 10-year-old child travelling alone off at their apartment-building home?,Jätät lapsen kodikseen ilmoittamansa kerrostalon pihalle ja annat hänen mennä itsekseen kotiinsa.,You leave the child in the yard of the apartment building they named as home and let them go in by themselves.,Pyydät lasta soittamaan huoltajalleen ja pyytämään tätä tulemaan lasta vastaan kerrostalon pihalle.,You ask the child to call their guardian and to ask the guardian to come and meet the child in the building's yard.,"Pyydät jotakin kerrostalon pihalla olevaa aikuista huolehtimaan, että lapsi menee kotiinsa.",You ask some adult in the building's yard to make sure the child gets home.,B,yksinään matkustavaa noin 10-vuotiasta lasta; kerrostalokotiinsa,an approximately 10-year-old child travelling alone; to their apartment-building home,Pyydät lasta soittamaan huoltajalleen; tulemaan lasta vastaan,you ask the child to call their guardian; to come and meet the child,annat hänen mennä itsekseen kotiinsa; jotakin kerrostalon pihalla olevaa aikuista,let them go home by themselves; some adult in the building's yard (a stranger),The child should be handed over to the guardian (B). Leaving them alone (A) or entrusting them to a random stranger (C) both create unnecessary risk.,Medium,child; drop-off; guardian; safety,ai-draft,
Q021,Turvavyö / lapsi / turvalaite,M58,"Mikä seuraavista on paras toimintatapa, jos matkustaja ei suostu kiinnittämään turvavyötä terveydelliseen syyhyn vedoten?","Which is the best course of action if a passenger refuses to fasten the seat belt, citing a medical reason?",Sinun tulee pakottaa asiakas käyttämään turvavyötä.,You must force the customer to use the seat belt.,Sinun tulee pyytää häntä esittämään syytä koskeva lääkärintodistus.,You must ask them to present a medical certificate concerning the reason.,"Sinun tulee kieltäytyä kuljettamasta häntä, mikäli hän ei käytä turvavyötä.",You must refuse to transport them if they do not use the seat belt.,B,ei suostu kiinnittämään turvavyötä; terveydelliseen syyhyn vedoten,refuses to fasten the seat belt; citing a medical reason,pyytää häntä esittämään syytä koskeva lääkärintodistus,ask them to present a medical certificate for the reason,pakottaa asiakas; kieltäytyä kuljettamasta,force the customer; refuse to transport,"A medical exemption from the seat belt must be backed by a doctor's certificate (B). You cannot physically force the passenger (A), and refusing service (C) is not the correct response when a medical reason is claimed.",Medium,seatbelt; medical exemption; certificate,ai-draft,
Q022,Matkustajan turvallisuus,M62,Kuinka sinun tulee toimia jos havaitset koulukuljetuksen aikana oppilaiden välistä kiusaamista?,How should you act if you notice bullying between pupils during school transport?,Sinun tulee poistaa kiusaajat autosta ja ilmoittaa asiasta oppilaiden vanhemmille.,You must remove the bullies from the car and inform the pupils' parents.,"Sinun ei tule puuttua kiusaamistilanteeseen lainkaan, mutta sinun tulee ilmoittaa asiasta oppilaitokseen.","You must not intervene in the bullying situation at all, but you must report it to the school.",Sinun tulee puuttua asiaan ja keskustella osapuolten kanssa ja ilmoittaa asiasta oppilaitokseen.,"You must intervene, discuss the matter with the parties involved, and report it to the school.",C,koulukuljetuksen aikana; oppilaiden välistä kiusaamista,during school transport; bullying between pupils,puuttua asiaan; keskustella osapuolten kanssa; ilmoittaa asiasta oppilaitokseen,intervene; discuss with the parties involved; report the matter to the school,poistaa kiusaajat autosta; ei tule puuttua kiusaamistilanteeseen lainkaan,remove the bullies from the car; must not intervene in the bullying at all,"C is correct: intervene, talk with those involved, and notify the school. Ejecting children mid-journey (A) is unsafe, and ignoring the bullying (B) fails the driver's duty of care.",Medium,school transport; bullying; intervention,ai-draft,
Q023,Turvavyö / lapsi / turvalaite,M86,"Voiko taksinkuljettaja kieltäytyä suorittamasta kuljetusta, jos yli 15- vuotias asiakas ei käytä turvavyötä?",Can a taxi driver refuse to carry out the transport if a customer over 15 does not use the seat belt?,"Kyllä voi, koska kuljettaja vastaa asiakkaan turvallisuudesta.","Yes, because the driver is responsible for the customer's safety.","Ei voi, koska yli 15-vuotias vastaa itse turvavyön käytöstä.","No, because a person over 15 is themselves responsible for seat-belt use.","Ei voi, jos kuljetus on tilattu ennakkoon.","No, if the transport was booked in advance.",B,yli 15- vuotias asiakas; ei käytä turvavyötä,a customer over 15; does not use the seat belt,yli 15-vuotias vastaa itse turvavyön käytöstä,a person over 15 is responsible for their own seat-belt use,kuljettaja vastaa asiakkaan turvallisuudesta; jos kuljetus on tilattu ennakkoon,the driver is responsible for the customer's safety (false basis here); if the transport was booked in advance (irrelevant condition),"Passengers over 15 are responsible for their own seat-belt use, so the driver cannot refuse the trip on that basis (B). A misattributes the responsibility, and C adds an irrelevant booking condition.",Medium,seatbelt; over 15; responsibility,ai-draft,
