Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q102,Liikuntarajoitteinen / avustaja,M33,"Miten toimit, kun liikuntarajoitteisella asiakkaalla on mukanaan avustaja?",How do you act when a customer with limited mobility has an assistant with them?,Pyrit ensisijaisesti keskustelemaan asiakkaan kanssa kuljetukseen liittyvistä asioista.,You primarily aim to discuss transport-related matters with the customer.,Pyrit ensisijaisesti keskustelemaan avustajan kanssa kuljetukseen liittyvistä asioista.,You primarily aim to discuss transport-related matters with the assistant.,"Pyydät avustajalta aina kirjalliset ohjeet siitä, miten kuljetuksessa asiakasta avustetaan.",You always ask the assistant for written instructions on how to assist the customer.,A,liikuntarajoitteisella asiakkaalla; avustaja,a customer with limited mobility; an assistant,ensisijaisesti keskustelemaan asiakkaan kanssa,primarily discuss with the customer,ensisijaisesti keskustelemaan avustajan kanssa; kirjalliset ohjeet,primarily discuss with the assistant; written instructions,"Always address the customer first (A). The assistant is there to support the customer, not to be the point of contact for the driver.",Easy,disability; communication; assistant; respect,ai-draft,
Q103,Kela / vakiotaksi,M34,Missä seuraavista kuljetuksista ajoneuvossa tulee olla alkolukko?,In which of the following transport types must the vehicle have an alcolock?,Kansaneläkelaitoksen tilaamissa kuljetuksissa.,Transports ordered by Kela.,Koulu- ja päivähoitokuljetuksissa.,School and daycare transport.,Vammaispalvelulain mukaisissa terveydenhuollon tilaamissa kuljetuksissa.,Healthcare transports ordered under the Disability Services Act.,B,alkolukko,alcolock,Koulu- ja päivähoitokuljetuksissa,school and daycare transport,Kansaneläkelaitoksen tilaamissa kuljetuksissa; Vammaispalvelulain mukaisissa,transports ordered by Kela; under the Disability Services Act,"An alcolock is required only for municipally ordered school and daycare transport (B), not Kela rides (A) or disability services transport (C).",Medium,alcolock; school transport; Kela,ai-draft,
Q104,Näkövammainen / opaskoira,M36,"Miten toimit, kun näkövammaisella asiakkaalla on opaskoira?",How do you act when a visually impaired customer has a guide dog?,"Nouset autosta ja kerrot, että hänen taksinsa on saapunut, ja kerrot, että opaskoiran paikka on asiakkaan jalkatilassa.","You get out of the car, tell them their taxi has arrived, and inform them that the guide dog's place is in the passenger footwell.","Nouset autosta, kerrot asiakkaalle, että hänen taksinsa on saapunut, ja huomioit opaskoiran rapsuttamalla sitä.","You get out of the car, tell the customer their taxi has arrived, and acknowledge the guide dog by petting it.","Odotat ajoneuvossa asiakkaan saapumista, avaat hänelle sisäpuolelta oven ja teet takapenkille tilaa opaskoiralle.","You wait in the vehicle for the customer to arrive, open the door from the inside, and make room in the back seat for the guide dog.",A,näkövammaisella asiakkaalla on opaskoira,a visually impaired customer has a guide dog,Nouset autosta; opaskoiran paikka on asiakkaan jalkatilassa,you get out of the car; the guide dog's place is in the passenger footwell,rapsuttamalla sitä; Odotat ajoneuvossa,petting it; you wait in the vehicle,"Get out, announce the taxi's arrival, and inform the customer that the guide dog rides in the footwell (A). Petting the working guide dog (B) distracts it from its duties. Staying inside and opening the door remotely (C) leaves the visually impaired customer without guidance.",Medium,visually impaired; guide dog; footwell,ai-draft,
Q105,Näkövammainen / opaskoira,M37,Miten taksinkuljettajan tulee huomioida näkövammainen asiakas?,How should a taxi driver take a visually impaired customer into account?,Taksinkuljettajan on hyvä näkövammaista palvellessa puhua hiukan kovemmalla äänellä.,It is good for the driver to speak a little louder when serving a visually impaired person.,Taksinkuljettajan tulee aina ohjata asiakasta olkapäästä ja auttaa hänet autoon kevyesti työntäen.,The driver must always guide the customer from the shoulder and help them into the car with a gentle push.,"Taksinkuljettajan on hyvä kysyä asiakkaalta, miten häntä voi auttaa ennen kuin ryhtyy avustamaan.",It is good for the driver to ask the customer how they can be helped before starting to assist.,C,näkövammainen asiakas,a visually impaired customer,"kysyä asiakkaalta, miten häntä voi auttaa",ask the customer how they can be helped,puhua hiukan kovemmalla äänellä; ohjata asiakasta olkapäästä,speak a little louder; guide the customer from the shoulder,"Always ask first how to help (C). Visual impairment is unrelated to hearing, so speaking louder (A) is unnecessary. Guiding from the shoulder and pushing without consent (B) is presumptuous.",Easy,visually impaired; ask first; assistance,ai-draft,
Q106,Kela / vakiotaksi,M40,"Voitko toimia vakiotaksinkuljettajana säännöllisissä kuntoutukseen liittyvissä matkoissa, kun matkustajana on pyörätuolia käyttävä 15-vuotias lapsi?",Can you act as a regular taxi driver for regular rehabilitation trips when the passenger is a 15-year-old wheelchair user?,"En voi toimia vakiotaksinkuljettajana, koska lapsella ei ole oikeutta vakiotaksiin.",I cannot act as a regular taxi driver because the child is not entitled to a regular taxi.,"Selvitän työnantajaltani, voinko toimia vakiotaksinkuljettajana.",I check with my employer whether I can act as a regular taxi driver.,Voin toimia vakiotaksinkuljettajana huoltajan valtuutuksella.,I can act as a regular taxi driver with the guardian's authorisation.,B,vakiotaksinkuljettajana; 15-vuotias lapsi; pyörätuolia käyttävä,a regular taxi driver; a 15-year-old child; wheelchair user,Selvitän työnantajaltani,I check with my employer,lapsella ei ole oikeutta vakiotaksiin; huoltajan valtuutuksella,the child is not entitled to a regular taxi; with the guardian's authorisation,The right step is to confirm with the employer whether you qualify and are equipped for this assignment (B). Blanket denial (A) and a guardian's authorisation alone (C) are incorrect.,Medium,regular taxi; rehabilitation; wheelchair; employer,ai-draft,
Q107,Liikuntarajoitteinen / avustaja,M41,Liikuntavammaisella asiakkaalla saattaa olla mukanaan avustaja. Miten toimit tällöin?,A customer with a physical disability may have an assistant with them. How do you act in this case?,Keskustelet aina vain avustajan kanssa.,You always talk only with the assistant.,Keskustelet aina asiakkaan kanssa.,You always talk with the customer.,"Pyydät kirjalliset ohjeet siitä, kuinka tulee toimia.",You ask for written instructions on how to act.,B,Liikuntavammaisella asiakkaalla; avustaja,a customer with a physical disability; assistant,Keskustelet aina asiakkaan kanssa,you always talk with the customer,Keskustelet aina vain avustajan kanssa; Pyydät kirjalliset ohjeet,you always talk only with the assistant; you ask for written instructions,Always address the customer directly (B). Talking only to the assistant (A) is disrespectful; written instructions (C) are unnecessary.,Easy,disability; communication; assistant; respect,ai-draft,
Q108,Sairauskohtaus / erityistarve,M42,"Miten toimit, kun asiakas saa epileptisen kohtauksen kuljetuksen aikana?",How do you act when a customer has an epileptic seizure during the ride?,"Pysäytät ajoneuvon turvalliseen paikkaan ja pidät asiakasta tiukasti kiinni, jottei hän satuttaisi itseään kouristuskohtauksen aikana. Kun kouristukset vähenevät, käännät henkilön kylkiasentoon.","You stop in a safe place and hold the customer tightly so they do not hurt themselves during the seizure. When the convulsions subside, you turn them into the recovery position.","Pysäytät ajoneuvon turvalliseen paikkaan ja huolehdit, ettei asiakas kolhi päätään, mutta et pyri estämään kouristusliikkeitä. Kun kouristukset vähenevät, käännät henkilön kylkiasentoon.","You stop in a safe place and make sure the customer does not bang their head, but you do not try to stop the convulsive movements. When the convulsions subside, you turn them into the recovery position.","Jatkat ajamista ja pidät toisella kädellä asiakasta paikoillaan, koska epileptinen kohtaus menee muutamassa minuutissa ohi.","You keep driving and hold the customer in place with one hand, because an epileptic seizure passes in a few minutes.",B,epileptisen kohtauksen,an epileptic seizure,et pyri estämään kouristusliikkeitä; käännät henkilön kylkiasentoon,do not try to stop the convulsive movements; turn them into the recovery position,pidät asiakasta tiukasti kiinni; Jatkat ajamista,hold the customer tightly; you keep driving,"Stop safely, protect the head, do not restrain the convulsions, then recovery position (B). Restraining (A) risks injury; driving on (C) is dangerous.",Hard,first aid; epilepsy; emergency,ai-draft,
Q109,Liikuntarajoitteinen / avustaja,M44,"Mikä seuraavista on oikea tapa toimia, kun taksin asiakkaana on toimintarajoitteinen avustettava henkilö?",Which of the following is the correct way to act when the taxi customer is a person with functional limitations who needs assistance?,"Taksinkuljettajan vastuu asiakkaasta päättyy heti, kun asiakas on avustettu ulos autosta hoitolaitoksen pihassa.",The driver's responsibility for the customer ends as soon as the customer has been helped out of the car in the care facility's yard.,"Taksinkuljettajan tulee varmistua, että asiakas pääsee sisälle hoitolaitokseen ja hoitohenkilökunta ottaa vastaan asiakkaan.",The driver must make sure the customer gets inside the care facility and the care staff receive the customer.,"Taksinkuljettajan tulee varmistua, että asiakas pääsee sisälle hoitolaitokseen, ja myös huolehtia asiakkaan ulkovaatteiden riisumisesta.",The driver must make sure the customer gets inside the care facility and also take care of removing the customer's outdoor clothes.,B,toimintarajoitteinen avustettava henkilö,a person with functional limitations who needs assistance,pääsee sisälle hoitolaitokseen; hoitohenkilökunta ottaa vastaan,gets inside the care facility; the care staff receive the customer,"vastuu asiakkaasta päättyy heti, kun asiakas on avustettu ulos autosta; huolehtia asiakkaan ulkovaatteiden riisumisesta",responsibility ends as soon as the customer is helped out of the car; removing the customer's outdoor clothes,The driver must ensure the customer reaches the care staff inside the facility (B). Stopping in the yard (A) is insufficient; removing clothing (C) is not the driver's duty.,Medium,assisted transport; care facility; duty of care,ai-draft,
Q110,Näkövammainen / opaskoira,M45,Mikä seuraavista on paras tapa toimia kohdatessasi näkövammaisen asiakkaan?,Which is the best way to act when you meet a visually impaired customer?,Puhua hiukan normaalia puheääntä kovemmalla äänellä.,Speak a little louder than your normal speaking voice.,Ottaa asiakasta olkapäästä kiinni ja avustaa hänet autoon kevyesti työntäen.,Take the customer by the shoulder and help them into the car with a gentle push.,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,C,näkövammaisen asiakkaan,a visually impaired customer,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on",ask the customer how to best help them; which direction the vehicle is in,kovemmalla äänellä; kevyesti työntäen,louder voice; with a gentle push,Ask first and orient the customer to the vehicle's location (C). Visual impairment does not affect hearing so a louder voice (A) is unnecessary; pushing without consent (B) is inappropriate.,Easy,visually impaired; ask first; orientation,ai-draft,
Q111,Näkövammainen / opaskoira,M47,"Mikä seuraavista on oikea kuljettajan toimintatapa, kun taksiin on tulossa näkövammainen asiakas?",Which of the following is the correct driver approach when a visually impaired customer is about to board the taxi?,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,"Kysyä asiakkaalta, kuinka kovalla äänellä hänelle tulee kommunikoida.",Ask the customer how loudly you should communicate with them.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to take the customer's special needs into account.,A,näkövammainen asiakas,a visually impaired customer,miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on,how to best help them; which direction the vehicle is in,kuinka kovalla äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,how loudly; not part of the driver's duties to consider special needs,Ask how to help and orient the customer to the vehicle (A). Asking about volume (B) confuses visual and hearing impairment; ignoring special needs (C) is wrong.,Easy,visually impaired; ask first; orientation,ai-draft,
Q112,Näkövammainen / opaskoira,M60,"Mikä seuraavista on oikea kuljettajan toimintatapa, kun taksiin on tulossa näkövammainen asiakas?",Which of the following is the correct driver approach when a visually impaired customer is about to board the taxi?,"Kysyä asiakkaalta, miten häntä voi parhaiten auttaa, ja kertoa, missä suunnassa ajoneuvo on.",Ask the customer how you can best help them and tell them which direction the vehicle is in.,"Kysyä asiakkaalta, kuinka kovalla äänellä hänen kanssaan tulee kommunikoida.",Ask the customer how loudly you should communicate with them.,Kuljettajan tehtäviin ei kuulu asiakkaan erityistarpeiden huomioiminen.,It is not part of the driver's duties to take the customer's special needs into account.,A,näkövammainen asiakas,a visually impaired customer,miten häntä voi parhaiten auttaa; missä suunnassa ajoneuvo on,how to best help them; which direction the vehicle is in,kuinka kovalla äänellä; ei kuulu asiakkaan erityistarpeiden huomioiminen,how loudly; not part of the driver's duties,Ask how to help and give direction to the vehicle (A).,Easy,visually impaired; ask first; orientation,ai-draft,
Q113,Liikuntarajoitteinen / avustaja,M64,"Kyydissäsi on liikuntarajoitteinen asiakas. Hän aikoo järjestää illalla juhlat, joihin hän tarvitsisi kaksi pulloa viiniä. Asiakas pyytää sinua hakemaan kaksi pulloa Alkosta, koska liikkuminen on hänelle hankalaa. Mitä vastaat asiakkaan pyyntöön?",You have a customer with limited mobility. They are planning a party tonight for which they need two bottles of wine. The customer asks you to fetch two bottles from Alko because moving around is difficult for them. How do you respond?,"""Valitettavasti laki kieltää minua hakemasta alkoholia asiakkaille.""","""Unfortunately the law prevents me from fetching alcohol for customers.""","""Tottahan toki voin hakea ne. Mutta älä ihmettele, jos Alkon myyjä tulee tarkistamaan autoon, kenelle juomat tulevat. Joudun kertomaan, etten osta alkoholia itselleni, vaan taksissa odottavalle asiakkaalle.""","""Of course I can get them. But don't be surprised if an Alko staff member comes to the car to check who the drinks are for. I'll have to tell them I'm not buying for myself but for a customer waiting in the taxi.""","""Tottahan toki voin hakea, mutta sinun täytyy kirjoittaa minulle kirjallinen valtakirja, jossa valtuutat minut hakemaan juomat itsellesi.""","""Of course I can get them, but you must write me a written power of attorney authorising me to fetch the drinks for you.""",A,liikuntarajoitteinen asiakas; hakemaan kaksi pulloa Alkosta,a customer with limited mobility; fetch alcohol from Alko,laki kieltää minua hakemasta alkoholia asiakkaille,the law prevents me from fetching alcohol for customers,Tottahan toki voin hakea; kirjallinen valtakirja,of course I can get them; a written power of attorney,A taxi driver is legally prohibited from purchasing alcohol on behalf of a customer (A). Agreeing to fetch it (B) and requiring a power of attorney (C) are both incorrect.,Medium,alcohol; legal prohibition; customer request,ai-draft,
Q114,Kela / vakiotaksi,M98,Missä taksikuljetuksissa vaatimuksena on alkolukon käyttö?,In which taxi transport types is an alcolock required?,Ennakkoon tilatuissa kuljetuksissa.,In advance-booked transport.,Kunnan tilaamissa koulu- tai päivähoitokuljetuksissa.,In municipally ordered school or daycare transport.,Vakiotaksikuljetuksissa.,In regular-taxi transport.,B,alkolukon käyttö,alcolock use,koulu- tai päivähoitokuljetuksissa,school or daycare transport,Ennakkoon tilatuissa kuljetuksissa; Vakiotaksikuljetuksissa,advance-booked transport; regular-taxi transport,An alcolock is required only for municipally ordered school and daycare transport (B). Pre-booking (A) and regular-taxi status (C) are not triggers.,Easy,alcolock; school transport,ai-draft,
Q115,Näkövammainen / opaskoira,P18,Taksi mahdollistaa näkövammaisten asiakkaiden sujuvan liikkumisen. Myös sinun taksisi kyytiin tulee todennäköisesti joskus näkövammaisia asiakkaita. Joskus näkövammaisilla asiakkailla on mukana opaskoira. Mitä sinun on hyvä muistaa opaskoirasta?,Taxis enable smooth mobility for visually impaired customers. Your taxi will also likely carry visually impaired customers at some point — sometimes with a guide dog. What is good to remember about the guide dog?,Opaskoiraa tulee aina rapsuttaa kiitokseksi hyvin tehdystä työstä.,You should always pet the guide dog as a reward for a job well done.,Opaskoira istuu joko asiakkaan jalkatilassa tai tavaratilassa.,The guide dog sits either in the passenger footwell or the luggage area.,Opaskoira istuu aina takapenkillä.,The guide dog always sits in the back seat.,B,opaskoira,guide dog,asiakkaan jalkatilassa tai tavaratilassa,the passenger footwell or the luggage area,rapsuttaa kiitokseksi; istuu aina takapenkillä,pet as a reward; always sits in the back seat,"The guide dog travels in the footwell or luggage area (B). Never pet a working guide dog (A); it can sit in various positions, not exclusively on the back seat (C).",Easy,guide dog; footwell; visually impaired,ai-draft,
Q116,Liikuntarajoitteinen / avustaja,P20,"Miten tulee toimia, kun liikuntavammaisella asiakkaalla on avustaja ja runsaasti matkatavaroita mukanaan?",How should you act when a customer with a physical disability has an assistant and a lot of luggage?,"Avustajan vastuulla on huolehtia matkatavaroiden lastaamisesta ja purkamisesta, sillä välin kun kuljettaja avustaa asiakasta.",The assistant is responsible for loading and unloading the luggage while the driver assists the customer.,"Avustaja avustaa matkustajaa kaikessa ja kuljettaja odottaa paikallaan, koska hänellä ei ole mitään tehtävää.",The assistant helps the passenger with everything and the driver waits in place because they have nothing to do.,Kuljettaja avustaa asiakkaan ajoneuvoon ja huolehtii matkatavaroiden turvallisesta lastaamisesta ja purkamisesta.,The driver assists the customer into the vehicle and takes care of safely loading and unloading the luggage.,C,liikuntavammaisella asiakkaalla; avustaja; runsaasti matkatavaroita,a customer with a physical disability; an assistant; a lot of luggage,Kuljettaja avustaa asiakkaan ajoneuvoon; huolehtia matkatavaroiden lastaamisesta ja purkamisesta,the driver assists the customer into the vehicle; takes care of loading and unloading the luggage,Avustajan vastuulla on huolehtia matkatavar; kuljettaja odottaa paikallaan,the assistant's responsibility is the luggage; the driver waits in place,"The driver's duties are to assist the customer aboard and handle the luggage (C), regardless of the assistant. The assistant is there to support the customer, not to substitute for the driver's transport duties.",Medium,disability; luggage; driver duty; assistant,ai-draft,
